task,dataset_id,split,model,feature_set,train_rows,test_rows,feature_count,prevalence,auc,average_precision,brier
pain_high_4_plus,painmonit,group_subject_cv,logistic,base,275,344,30,0.7122093023255814,0.49210472067614924,0.753013184850059,0.28751952596377506
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base,275,344,30,0.7122093023255814,0.4310451453308596,0.6844746737398943,0.2560424246966479
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_distribution,275,344,90,0.7122093023255814,0.5709338280766851,0.7987103464539738,0.289426846323399
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_distribution,275,344,90,0.7122093023255814,0.4283652855081427,0.7098675383528237,0.2507439328876742
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_temporal,275,344,180,0.7122093023255814,0.5043083900226758,0.7459978515310692,0.34911141785032235
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_temporal,275,344,180,0.7122093023255814,0.4310039167182024,0.6850254722656154,0.23594879431726998
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_temporal_coupling,275,344,186,0.7122093023255814,0.48719851576994433,0.7352158208951604,0.35538787763443647
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_temporal_coupling,275,344,186,0.7122093023255814,0.41929499072356213,0.6780256748518347,0.23710302137321093
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_temporal_shuffle,275,344,180,0.7122093023255814,0.5571634714491858,0.7602462554641526,0.3179639497885863
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_temporal_shuffle,275,344,180,0.7122093023255814,0.4488559059987631,0.6987650876957712,0.22744704144164157
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_temporal_reverse,275,344,180,0.7122093023255814,0.5006390434961863,0.7486498840065436,0.3536632795555294
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_temporal_reverse,275,344,180,0.7122093023255814,0.42638631210059774,0.6741285240140011,0.23499175617434373
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_shape,275,344,240,0.7122093023255814,0.5311894454751598,0.7739237157245747,0.3455539797175887
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_shape,275,344,240,0.7122093023255814,0.4481962481962482,0.7211746985249097,0.23212875182799675
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_shape_coupling,275,344,246,0.7122093023255814,0.5104926819212534,0.7612129840446507,0.3493955558717774
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_shape_coupling,275,344,246,0.7122093023255814,0.4536384250669965,0.7049989307393358,0.23333897920459795
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_shuffle,275,344,240,0.7122093023255814,0.5788497217068646,0.7838768949256346,0.32031054873637477
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_shuffle,275,344,240,0.7122093023255814,0.4336425479282622,0.708910806464865,0.23485153381628832
pain_high_4_plus,painmonit,group_subject_cv,logistic,base_reverse,275,344,240,0.7122093023255814,0.5370439084724798,0.7798522133437062,0.33974790552389145
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,base_reverse,275,344,240,0.7122093023255814,0.46398680684394966,0.7260211526639295,0.2310502113103103
pain_high_4_plus,painmonit,group_subject_cv,logistic,quality_only,275,344,16,0.7122093023255814,0.5,0.7122093023255814,0.25
pain_high_4_plus,painmonit,group_subject_cv,extra_trees,quality_only,275,344,16,0.7122093023255814,0.4775304061018346,0.7066201778623519,0.25
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base,319,399,40,0.20300751879699247,0.6910086186815746,0.39500785886206585,0.19865241775305134
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base,319,399,40,0.20300751879699247,0.7034319434738722,0.4432501710458505,0.15703013515758096
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_distribution,319,399,120,0.20300751879699247,0.6540104045345135,0.3801262333249633,0.1988958801545044
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_distribution,319,399,120,0.20300751879699247,0.734994953024303,0.4837062486703716,0.15019253344920555
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_temporal,319,399,240,0.20300751879699247,0.7742448947899682,0.49535974368901053,0.1601373830233442
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_temporal,319,399,240,0.20300751879699247,0.8214535290006988,0.7105113958309891,0.11905378843640438
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_temporal_coupling,319,399,252,0.20300751879699247,0.7502911716748194,0.47976588162788203,0.16676540502012685
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_temporal_coupling,319,399,252,0.20300751879699247,0.8355074151719855,0.7072737603119067,0.11816603172380659
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_temporal_shuffle,319,399,240,0.20300751879699247,0.6266790899914589,0.3193243126118341,0.22879458004354028
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_temporal_shuffle,319,399,240,0.20300751879699247,0.7447394984082615,0.526375638891872,0.15492614648448505
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_temporal_reverse,319,399,240,0.20300751879699247,0.7597251339389705,0.5086579470181746,0.16470638313541303
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_temporal_reverse,319,399,240,0.20300751879699247,0.834614488702539,0.7211092446591311,0.11554088253310708
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_shape,319,399,320,0.20300751879699247,0.7297538628775526,0.4310596125258529,0.1757730850070432
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_shape,319,399,320,0.20300751879699247,0.8303439708051867,0.706250011982445,0.11804491972284138
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_shape_coupling,319,399,332,0.20300751879699247,0.712361208168336,0.4282139132588413,0.17855531611975703
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_shape_coupling,319,399,332,0.20300751879699247,0.821298237440795,0.6845134761772735,0.12037567428787434
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_shuffle,319,399,320,0.20300751879699247,0.6282320055904962,0.32532818354673115,0.22258404622366948
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_shuffle,319,399,320,0.20300751879699247,0.7468747573569376,0.5233655537528572,0.15038680934290471
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,base_reverse,319,399,320,0.20300751879699247,0.7349561301343271,0.45221130084573125,0.176289120323109
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,base_reverse,319,399,320,0.20300751879699247,0.8368662163211429,0.7200986268773318,0.11701623953514069
pain_high_4_plus,painmonit_pmed,group_subject_cv,logistic,quality_only,319,399,16,0.20300751879699247,0.7712167093718456,0.6243078469982102,0.1395724681780136
pain_high_4_plus,painmonit_pmed,group_subject_cv,extra_trees,quality_only,319,399,16,0.20300751879699247,0.7720708129513161,0.6723738180802019,0.13513697030661537
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base,320,400,35,0.475,0.4519047619047619,0.4531106911217214,0.300272552619437
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base,320,400,35,0.475,0.3330576441102757,0.38558082728428555,0.3183963686041554
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_distribution,320,400,105,0.475,0.49789473684210533,0.48867443400382327,0.32541008310086494
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_distribution,320,400,105,0.475,0.3341604010025062,0.38096342277387724,0.3290407156157679
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_temporal,320,400,210,0.475,0.43401002506265657,0.43215431055260367,0.4071096715518872
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_temporal,320,400,210,0.475,0.2663157894736842,0.3453444345683543,0.29781245929179084
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_temporal_coupling,320,400,222,0.475,0.4570426065162907,0.4468513812329584,0.39892227777299943
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_temporal_coupling,320,400,222,0.475,0.2596491228070176,0.3423237634961204,0.2956036497747327
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_temporal_shuffle,320,400,210,0.475,0.45516290726817044,0.4584047855796734,0.3966569469455989
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_temporal_shuffle,320,400,210,0.475,0.3119548872180451,0.36653656175332294,0.2793452650849901
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_temporal_reverse,320,400,210,0.475,0.4791478696741855,0.4557217411844727,0.38927762851617836
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_temporal_reverse,320,400,210,0.475,0.26421052631578945,0.34242024581317665,0.2975987317601294
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_shape,320,400,280,0.475,0.47370927318295736,0.4713390534663477,0.405945183851687
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_shape,320,400,280,0.475,0.2949874686716792,0.3551732091217644,0.30775506436449074
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_shape_coupling,320,400,292,0.475,0.4902756892230577,0.471701005459431,0.39465940152367623
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_shape_coupling,320,400,292,0.475,0.27030075187969926,0.3500849899414932,0.31404207768502135
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_shuffle,320,400,280,0.475,0.4955137844611529,0.4767240390372772,0.38419246177973426
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_shuffle,320,400,280,0.475,0.3053132832080201,0.3652418067622525,0.30165006481214895
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,base_reverse,320,400,280,0.475,0.5082205513784461,0.48627714325213955,0.3857946715609315
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,base_reverse,320,400,280,0.475,0.2922807017543859,0.35389258351897485,0.3081160205422346
pain_high_4_plus,physiopain_watch,group_subject_cv,logistic,quality_only,320,400,18,0.475,0.5,0.475,0.25
pain_high_4_plus,physiopain_watch,group_subject_cv,extra_trees,quality_only,320,400,18,0.475,0.39974937343358397,0.4334429824561403,0.25000000000000006
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base,274,343,35,0.09620991253644315,0.2909090909090909,0.06632775461956339,0.2495076244177409
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base,274,343,35,0.09620991253644315,0.25591397849462366,0.06310803481689761,0.13932286302951177
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_distribution,274,343,105,0.09620991253644315,0.2545454545454545,0.06292234411845307,0.22201099049312226
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_distribution,274,343,105,0.09620991253644315,0.2140273704789834,0.060082156597330974,0.1335706632763464
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_temporal,274,343,210,0.09620991253644315,0.36520039100684265,0.07169996504279183,0.16733269300736203
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_temporal,274,343,210,0.09620991253644315,0.2989247311827957,0.06568244522849676,0.12133180127003601
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_temporal_coupling,274,343,222,0.09620991253644315,0.3635386119257087,0.07157678884444565,0.16825071408677356
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_temporal_coupling,274,343,222,0.09620991253644315,0.2858260019550342,0.06458420640836711,0.12045229071220666
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_temporal_shuffle,274,343,210,0.09620991253644315,0.2525904203323558,0.0632274559490504,0.16424228176179081
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_temporal_shuffle,274,343,210,0.09620991253644315,0.187683284457478,0.05855948322915283,0.11708699865551059
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_temporal_reverse,274,343,210,0.09620991253644315,0.320039100684262,0.06815750887288698,0.1797860050293673
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_temporal_reverse,274,343,210,0.09620991253644315,0.276930596285435,0.06388882963180342,0.12157470049875414
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_shape,274,343,280,0.09620991253644315,0.28778103616813294,0.06521447800481857,0.17178346858865612
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_shape,274,343,280,0.09620991253644315,0.2227761485826002,0.060585298200136604,0.12387089487715629
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_shape_coupling,274,343,292,0.09620991253644315,0.28856304985337244,0.06531195349773772,0.17456152916307846
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_shape_coupling,274,343,292,0.09620991253644315,0.2262952101661779,0.06078595425772756,0.12315633952732125
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_shuffle,274,343,280,0.09620991253644315,0.2254154447702835,0.06179494304077182,0.15667377408879937
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_shuffle,274,343,280,0.09620991253644315,0.18641251221896385,0.059235243783155436,0.12104160663226633
pain_high_4_plus,rheumapain,group_subject_cv,logistic,base_reverse,274,343,280,0.09620991253644315,0.2624633431085044,0.06372462815054793,0.17904945462655358
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,base_reverse,274,343,280,0.09620991253644315,0.22790811339198436,0.060960140848360975,0.1252545470396965
pain_high_4_plus,rheumapain,group_subject_cv,logistic,quality_only,274,343,18,0.09620991253644315,0.58475073313783,0.16473410275029876,0.24816263897132843
pain_high_4_plus,rheumapain,group_subject_cv,extra_trees,quality_only,274,343,18,0.09620991253644315,0.4863147605083089,0.11589400022726262,0.24828275617787424
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base,238,298,20,0.5570469798657718,0.6196604600219058,0.6335285938946451,0.24555501754259568
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base,238,298,20,0.5570469798657718,0.6197973713033954,0.6341643884218581,0.24049191663620287
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_distribution,238,298,60,0.5570469798657718,0.5691858342460752,0.5927916892810304,0.26279022890278875
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_distribution,238,298,60,0.5570469798657718,0.6264147499087258,0.6598807441837224,0.24034674165595232
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_temporal,238,298,120,0.5570469798657718,0.5454545454545454,0.6057945754375997,0.32366110415692023
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_temporal,238,298,120,0.5570469798657718,0.619888645491055,0.6541271910417523,0.23913839720049826
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_temporal_coupling,238,298,129,0.5570469798657718,0.5915936473165389,0.6399432632007978,0.30072753038312877
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_temporal_coupling,238,298,129,0.5570469798657718,0.6396038700255567,0.6752757398199969,0.23581457950301996
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_temporal_shuffle,238,298,120,0.5570469798657718,0.5254198612632348,0.5748835547146804,0.33255684637536764
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_temporal_shuffle,238,298,120,0.5570469798657718,0.566219423147134,0.6123901102520665,0.2448700928979522
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_temporal_reverse,238,298,120,0.5570469798657718,0.5535779481562615,0.6202754507836833,0.31965692605963103
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_temporal_reverse,238,298,120,0.5570469798657718,0.6403340635268345,0.6772519722382268,0.23423798741649013
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_shape,238,298,160,0.5570469798657718,0.5406626506024096,0.6035890670464648,0.33480345774592185
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_shape,238,298,160,0.5570469798657718,0.6414293537787513,0.6756401581838496,0.23431900234004044
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_shape_coupling,238,298,169,0.5570469798657718,0.5878057685286602,0.6420284846382931,0.3104590007799712
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_shape_coupling,238,298,169,0.5570469798657718,0.6397407813070464,0.6703420678264197,0.23531932985296128
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_shuffle,238,298,160,0.5570469798657718,0.5120025556772545,0.5627350359068726,0.3469176841457623
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_shuffle,238,298,160,0.5570469798657718,0.609483388097846,0.6348166720083557,0.24021282771181213
pain_high_4_plus,silver_pain,group_subject_cv,logistic,base_reverse,238,298,160,0.5570469798657718,0.5605147864184008,0.6193903250395569,0.3236430524748519
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,base_reverse,238,298,160,0.5570469798657718,0.6443957648776926,0.664279015196306,0.23405614994013135
pain_high_4_plus,silver_pain,group_subject_cv,logistic,quality_only,238,298,12,0.5570469798657718,0.5826487769258853,0.6093454135028167,0.23623852681532342
pain_high_4_plus,silver_pain,group_subject_cv,extra_trees,quality_only,238,298,12,0.5570469798657718,0.5930312157721797,0.6201996493350964,0.23998827601226697
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base,408,510,45,0.35294117647058826,0.9155050505050504,0.865092767523694,0.11367584986508815
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base,408,510,45,0.35294117647058826,0.9725925925925927,0.9568897230131466,0.08062926261956326
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_distribution,408,510,135,0.35294117647058826,0.9357744107744107,0.8831105659730212,0.101439432357791
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_distribution,408,510,135,0.35294117647058826,0.9812962962962963,0.9693495919644246,0.06840812572030824
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_temporal,408,510,270,0.35294117647058826,0.9574242424242424,0.919013325243912,0.08305224234326317
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_temporal,408,510,270,0.35294117647058826,0.9794276094276094,0.9616517304797888,0.07636926468094246
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_temporal_coupling,408,510,288,0.35294117647058826,0.9554377104377104,0.9195560313370722,0.08515079366657866
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_temporal_coupling,408,510,288,0.35294117647058826,0.9788215488215488,0.9614017204012579,0.0773360877947
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_temporal_shuffle,408,510,270,0.35294117647058826,0.9302525252525252,0.8814213036814386,0.10199604537577875
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_temporal_shuffle,408,510,270,0.35294117647058826,0.976936026936027,0.9625850429161367,0.09249473450370764
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_temporal_reverse,408,510,270,0.35294117647058826,0.9625589225589226,0.9229161283612607,0.07322772886504375
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_temporal_reverse,408,510,270,0.35294117647058826,0.9777104377104378,0.9576162350093416,0.07720421995174767
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_shape,408,510,360,0.35294117647058826,0.9656902356902357,0.937499737877582,0.06980200573922442
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_shape,408,510,360,0.35294117647058826,0.9881649831649831,0.9781067321483854,0.06324054977182862
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_shape_coupling,408,510,378,0.35294117647058826,0.9645622895622895,0.9380121229134083,0.07315830476837148
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_shape_coupling,408,510,378,0.35294117647058826,0.9872222222222222,0.9752380775615412,0.06384788433064895
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_shuffle,408,510,360,0.35294117647058826,0.9445959595959597,0.9145814629474506,0.09263163103857379
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_shuffle,408,510,360,0.35294117647058826,0.9823737373737373,0.9716375042340608,0.07421443669007775
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,base_reverse,408,510,360,0.35294117647058826,0.9686363636363636,0.9420899573756581,0.06340252463860635
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,base_reverse,408,510,360,0.35294117647058826,0.9868350168350167,0.9746165340260824,0.06485288773006798
stress_vs_exercise,induced_stress_exercise,group_subject_cv,logistic,quality_only,408,510,20,0.35294117647058826,0.6144781144781145,0.4214315702489596,0.24799810028345276
stress_vs_exercise,induced_stress_exercise,group_subject_cv,extra_trees,quality_only,408,510,20,0.35294117647058826,0.6542676767676768,0.4993561001206795,0.23070508603695888
wesad_stress,wesad,group_subject_cv,logistic,base,348,436,45,0.5045871559633027,0.7263468013468013,0.713060558570914,0.22196258070792046
wesad_stress,wesad,group_subject_cv,extra_trees,base,348,436,45,0.5045871559633027,0.739983164983165,0.7122021984508553,0.2109414303478742
wesad_stress,wesad,group_subject_cv,logistic,base_distribution,348,436,135,0.5045871559633027,0.7095328282828282,0.7072001225344295,0.24074109063968116
wesad_stress,wesad,group_subject_cv,extra_trees,base_distribution,348,436,135,0.5045871559633027,0.7359848484848484,0.6968846972240845,0.2126741761089896
wesad_stress,wesad,group_subject_cv,logistic,base_temporal,348,436,270,0.5045871559633027,0.714520202020202,0.7076819244804224,0.272990897730072
wesad_stress,wesad,group_subject_cv,extra_trees,base_temporal,348,436,270,0.5045871559633027,0.7480639730639731,0.7000306669167519,0.21097194489469395
wesad_stress,wesad,group_subject_cv,logistic,base_temporal_coupling,348,436,288,0.5045871559633027,0.7084806397306398,0.7059310455531496,0.2743800877911205
wesad_stress,wesad,group_subject_cv,extra_trees,base_temporal_coupling,348,436,288,0.5045871559633027,0.7299242424242424,0.6899434313954516,0.21684533351333102
wesad_stress,wesad,group_subject_cv,logistic,base_temporal_shuffle,348,436,270,0.5045871559633027,0.65368265993266,0.6501709392161897,0.30798042357054706
wesad_stress,wesad,group_subject_cv,extra_trees,base_temporal_shuffle,348,436,270,0.5045871559633027,0.7225589225589226,0.6847048028655427,0.2170294403735605
wesad_stress,wesad,group_subject_cv,logistic,base_temporal_reverse,348,436,270,0.5045871559633027,0.712121212121212,0.7247273190632737,0.26325480839780413
wesad_stress,wesad,group_subject_cv,extra_trees,base_temporal_reverse,348,436,270,0.5045871559633027,0.7401725589225588,0.6990016391341208,0.21392098913703797
wesad_stress,wesad,group_subject_cv,logistic,base_shape,348,436,360,0.5045871559633027,0.7236111111111112,0.7206892522891996,0.2711937601080735
wesad_stress,wesad,group_subject_cv,extra_trees,base_shape,348,436,360,0.5045871559633027,0.7378998316498316,0.6944967019106154,0.21122574922830528
wesad_stress,wesad,group_subject_cv,logistic,base_shape_coupling,348,436,378,0.5045871559633027,0.7096801346801347,0.7074446043039718,0.2827114593481678
wesad_stress,wesad,group_subject_cv,extra_trees,base_shape_coupling,348,436,378,0.5045871559633027,0.748169191919192,0.6982647552208965,0.20871961996035243
wesad_stress,wesad,group_subject_cv,logistic,base_shuffle,348,436,360,0.5045871559633027,0.6653198653198654,0.6651116601590832,0.30693521747195135
wesad_stress,wesad,group_subject_cv,extra_trees,base_shuffle,348,436,360,0.5045871559633027,0.7341329966329967,0.6872365532754179,0.2116565965182731
wesad_stress,wesad,group_subject_cv,logistic,base_reverse,348,436,360,0.5045871559633027,0.7036826599326599,0.7132732193332686,0.27109935051475653
wesad_stress,wesad,group_subject_cv,extra_trees,base_reverse,348,436,360,0.5045871559633027,0.73381734006734,0.684107271246718,0.21274144808438514
wesad_stress,wesad,group_subject_cv,logistic,quality_only,348,436,20,0.5045871559633027,0.5844065656565657,0.5573714814323076,0.24496011085120142
wesad_stress,wesad,group_subject_cv,extra_trees,quality_only,348,436,20,0.5045871559633027,0.5493265993265992,0.5379794571478375,0.24898975888071476
pain_high_4_plus,painmonit,leave_dataset_out,logistic,base,1440,344,15,0.7122093023255814,0.45050505050505046,0.6970070230253418,0.2842503223518561
pain_high_4_plus,painmonit,leave_dataset_out,logistic,base_distribution,1440,344,45,0.7122093023255814,0.4192537621109049,0.6592472679513253,0.3015852742417933
pain_high_4_plus,painmonit,leave_dataset_out,logistic,base_temporal,1440,344,90,0.7122093023255814,0.5092145949288807,0.7224026464081301,0.297648101365799
