task,dataset_id,split,model,feature_set,train_rows,test_rows,feature_count,prevalence,auc,average_precision,brier
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base,1596,400,15,0.2025,0.5960756995239753,0.29130345700538063,0.30360134915727205
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_distribution,1596,400,45,0.2025,0.31990402105344634,0.15075176059549028,0.35980246033112423
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_temporal,1596,400,90,0.2025,0.17342002399473663,0.12635024299849446,0.4911684942515079
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_temporal_coupling,1596,400,96,0.2025,0.190138937265374,0.12849678222345223,0.489064574591638
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_temporal_shuffle,1596,400,90,0.2025,0.17105925151902163,0.12659313306582254,0.38487242991959425
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_shape,1596,400,120,0.2025,0.1813150663725376,0.12638714365458026,0.49330877389089617
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_shape_coupling,1596,400,126,0.2025,0.20887031231858819,0.1291285812756476,0.4913851071101379
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,base_shuffle,1596,400,120,0.2025,0.1652927744881768,0.13121010032372266,0.4239633720827719
pain_high_4_plus,painmonit_pmed,leave_dataset_out,logistic,quality_only,1596,400,10,0.2025,0.12902976121366927,0.11759051670363918,0.4816019807975367
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base,1596,400,15,0.475,0.46416040100250633,0.4527146395801594,0.27185517929105457
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_distribution,1596,400,45,0.475,0.45010025062656644,0.44022494413822444,0.29905928464185555
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_temporal,1596,400,90,0.475,0.4574185463659147,0.4530752372278638,0.3378498721888802
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_temporal_coupling,1596,400,96,0.475,0.44844611528822054,0.44919436934640056,0.34041239971634013
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_temporal_shuffle,1596,400,90,0.475,0.47541353383458645,0.45379933422201313,0.29326995832008174
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_shape,1596,400,120,0.475,0.46340852130325816,0.4556833846466984,0.34162679734767515
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_shape_coupling,1596,400,126,0.475,0.45270676691729317,0.45163793059975127,0.3449444618967612
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,base_shuffle,1596,400,120,0.475,0.4651378446115288,0.44835950841940064,0.3120484360954356
pain_high_4_plus,physiopain_watch,leave_dataset_out,logistic,quality_only,1596,400,10,0.475,0.5,0.475,0.33613541250167883
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base,1596,400,15,0.0875,0.4270058708414873,0.07206551927267449,0.27998970679554364
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_distribution,1596,400,45,0.0875,0.4338160469667319,0.07338143594579766,0.3196440828128283
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_temporal,1596,400,90,0.0875,0.5058317025440313,0.08392693412079105,0.34157229277003154
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_temporal_coupling,1596,400,96,0.0875,0.504187866927593,0.08349842243707876,0.3392986033888608
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_temporal_shuffle,1596,400,90,0.0875,0.5033268101761252,0.08213649308696935,0.3116636213360492
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_shape,1596,400,120,0.0875,0.535812133072407,0.08994617672526992,0.32984380933670676
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_shape_coupling,1596,400,126,0.0875,0.53573385518591,0.0900669949802059,0.32843398021154685
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,base_shuffle,1596,400,120,0.0875,0.5184344422700586,0.08404585612353219,0.33683438430002693
pain_high_4_plus,rheumapain,leave_dataset_out,logistic,quality_only,1596,400,10,0.0875,0.5643444227005872,0.10127610373555469,0.25217124924987333
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base,1600,396,15,0.5050505050505051,0.5944642857142857,0.5959567451693147,0.250732031524456
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_distribution,1600,396,45,0.5050505050505051,0.5385331632653061,0.5283896275727427,0.25439605848086266
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_temporal,1600,396,90,0.5050505050505051,0.4684566326530612,0.4869895510896217,0.3009208594558185
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_temporal_coupling,1600,396,96,0.5050505050505051,0.47093112244897956,0.49075056093982194,0.3019534149615261
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_temporal_shuffle,1600,396,90,0.5050505050505051,0.5530229591836735,0.5563079406075648,0.266345833488465
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_shape,1600,396,120,0.5050505050505051,0.48014030612244896,0.4879308332273781,0.30611787618553155
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_shape_coupling,1600,396,126,0.5050505050505051,0.4799107142857143,0.4884885060931965,0.30700810190526795
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,base_shuffle,1600,396,120,0.5050505050505051,0.5672831632653061,0.5482591265460146,0.2719737949201424
pain_high_4_plus,silver_pain,leave_dataset_out,logistic,quality_only,1600,396,10,0.5050505050505051,0.4797959183673469,0.4975346327846658,0.2807829563566802
pain_high_4_plus,pooled,group_subject_cv,logistic,dataset_only,1996,1996,5,0.39178356713426854,0.7372196496964232,0.5892412295790281,0.20216983810489664
