pain_type,pain_bin,bvp__count,bvp__median,bvp__mean,bvp__std,eda__count,eda__median,eda__mean,eda__std,temperature__count,temperature__median,temperature__mean,temperature__std,x__count,x__median,x__mean,x__std,y__count,y__median,y__mean,y__std,z__count,z__median,z__mean,z__std
back_pain,moderate,250000,0.21,0.00020596000000000094,26.001072213541672,250000,0.17,2.25115488,3.1314452597562523,250000,31.87,32.037821,2.06031169018074,250000,8.997445682180805,2.9283700330973597,45.70167521111768,250000,-6.970047115510184,-5.948279069481633,14.627085460151429,250000,34.23443809155838,26.381228288080806,35.216005122691264
