"window_s","task","dataset_id","shape_feature","shuffle_feature","shape_oriented_auc","shuffle_oriented_auc","order_advantage"
5,"wesad_stress","wesad","bvp__shape__q25","bvp__shuffle__q25",0.553339011180992,0.553339011180992,0
5,"wesad_stress","wesad","bvp__shape__q75","bvp__shuffle__q75",0.548087002096436,0.548087002096436,0
5,"wesad_stress","wesad","bvp__shape__q90","bvp__shuffle__q90",0.513790618448637,0.513790618448637,0
5,"wesad_stress","wesad","bvp__shape__iqr","bvp__shuffle__iqr",0.550227113906359,0.550227113906359,0
5,"wesad_stress","wesad","bvp__shape__skew","bvp__shuffle__skew",0.588683612858141,0.588683612858141,0
5,"wesad_stress","wesad","bvp__shape__kurtosis","bvp__shuffle__kurtosis",0.617269392033543,0.617269392033543,0
5,"wesad_stress","wesad","bvp__shape__rms_z","bvp__shuffle__rms_z",0.559551886792453,0.559551886792453,0
5,"wesad_stress","wesad","bvp__shape__late_minus_early_z","bvp__shuffle__late_minus_early_z",0.531730433263452,0.518627707896576,0.0131027253668764
5,"wesad_stress","wesad","bvp__shape__last_minus_first_z","bvp__shuffle__last_minus_first_z",0.510438504542278,0.513517645003494,-0.00307914046121593
5,"wesad_stress","wesad","bvp__shape__max_time_fraction","bvp__shuffle__max_time_fraction",0.510318396226415,0.500502271139064,0.00981612508735152
5,"wesad_stress","wesad","bvp__shape__min_time_fraction","bvp__shuffle__min_time_fraction",0.51434748427673,0.515526729559748,-0.00117924528301894
5,"wesad_stress","wesad","bvp__shape__mean_abs_diff_z","bvp__shuffle__mean_abs_diff_z",0.526533018867924,0.543501048218029,-0.0169680293501049
5,"wesad_stress","wesad","bvp__shape__std_diff_z","bvp__shuffle__std_diff_z",0.550489168413697,0.553218902865129,-0.00272973445143254
5,"wesad_stress","wesad","bvp__shape__max_abs_diff_z","bvp__shuffle__max_abs_diff_z",0.587111285814116,0.57027428371768,0.016837002096436
5,"wesad_stress","wesad","bvp__shape__second_diff_energy","bvp__shuffle__second_diff_energy",0.556865828092243,0.545575646401118,0.0112901816911251
5,"wesad_stress","wesad","bvp__shape__median_crossings","bvp__shuffle__median_crossings",0.513725104821803,0.502424004192872,0.0113011006289309
5,"wesad_stress","wesad","bvp__shape__longest_above_median_frac","bvp__shuffle__longest_above_median_frac",0.560316212438854,0.512010831586303,0.0483053808525505
5,"wesad_stress","wesad","bvp__shape__longest_below_median_frac","bvp__shuffle__longest_below_median_frac",0.578812893081761,0.524054419986024,0.0547584730957372
5,"wesad_stress","wesad","bvp__shape__autocorr_025s","bvp__shuffle__autocorr_025s",0.53603249475891,0.534372816212439,0.00165967854647109
5,"wesad_stress","wesad","bvp__shape__autocorr_05s","bvp__shuffle__autocorr_05s",0.641247379454927,0.508473095737247,0.13277428371768
5,"wesad_stress","wesad","bvp__shape__autocorr_1s","bvp__shuffle__autocorr_1s",0.61349143955276,0.509805206149546,0.103686233403215
5,"wesad_stress","wesad","bvp__shape__autocorr_2s","bvp__shuffle__autocorr_2s",0.510678721174004,0.533652166317261,-0.0229734451432565
5,"wesad_stress","wesad","bvp__shape__dominant_frequency","bvp__shuffle__dominant_frequency",0.533335517120894,0.517328354297694,0.0160071628232005
5,"wesad_stress","wesad","bvp__shape__spectral_centroid","bvp__shuffle__spectral_centroid",0.530813242487771,0.528476589797344,0.00233665269042638
5,"wesad_stress","wesad","bvp__shape__spectral_entropy","bvp__shuffle__spectral_entropy",0.619409503843466,0.50404000698812,0.115369496855346
5,"wesad_stress","wesad","bvp__shape__mid_band_power","bvp__shuffle__mid_band_power",0.568592767295597,0.507140985324948,0.0614517819706499
5,"wesad_stress","wesad","bvp__shape__high_band_power","bvp__shuffle__high_band_power",0.568592767295597,0.507140985324948,0.0614517819706499
5,"wesad_stress","wesad","bvp__shape__wavelet_energy_0","bvp__shuffle__wavelet_energy_0",0.510307477288609,0.511639587700908,-0.00133211041229908
5,"wesad_stress","wesad","bvp__shape__wavelet_energy_1","bvp__shuffle__wavelet_energy_1",0.536993361285814,0.528585779175402,0.00840758211041226
5,"wesad_stress","wesad","bvp__shape__wavelet_energy_2","bvp__shuffle__wavelet_energy_2",0.51465321453529,0.500021837875611,0.0146313766596786
5,"wesad_stress","wesad","eda__shape__median","eda__shuffle__median",0.600486984626136,0.600486984626136,0
5,"wesad_stress","wesad","eda__shape__mad","eda__shuffle__mad",0.637054507337526,0.637054507337526,0
5,"wesad_stress","wesad","eda__shape__q10","eda__shuffle__q10",0.59876179245283,0.59876179245283,0
5,"wesad_stress","wesad","eda__shape__q25","eda__shuffle__q25",0.599406009783368,0.599406009783368,0
5,"wesad_stress","wesad","eda__shape__q75","eda__shuffle__q75",0.601589797344514,0.601589797344514,0
5,"wesad_stress","wesad","eda__shape__q90","eda__shuffle__q90",0.602102987421384,0.602102987421384,0
5,"wesad_stress","wesad","eda__shape__iqr","eda__shuffle__iqr",0.637676886792453,0.637676886792453,0
5,"wesad_stress","wesad","eda__shape__skew","eda__shuffle__skew",0.547169811320755,0.547169811320755,0
5,"wesad_stress","wesad","eda__shape__kurtosis","eda__shuffle__kurtosis",0.572348881900769,0.572348881900769,0
5,"wesad_stress","wesad","eda__shape__rms_z","eda__shuffle__rms_z",0.502576869322152,0.502576869322152,0
5,"wesad_stress","wesad","eda__shape__late_minus_early_z","eda__shuffle__late_minus_early_z",0.521663172606569,0.526904262753319,-0.00524109014675056
5,"wesad_stress","wesad","eda__shape__last_minus_first_z","eda__shuffle__last_minus_first_z",0.50785071628232,0.549615653389238,-0.0417649371069183
5,"wesad_stress","wesad","eda__shape__max_time_fraction","eda__shuffle__max_time_fraction",0.519796034241789,0.557804856743536,-0.0380088225017471
5,"wesad_stress","wesad","eda__shape__min_time_fraction","eda__shuffle__min_time_fraction",0.526347396925227,0.520418413696716,0.00592898322851154
5,"wesad_stress","wesad","eda__shape__mean_abs_diff_z","eda__shuffle__mean_abs_diff_z",0.565994060097834,0.520418413696716,0.0455756464011181
5,"wesad_stress","wesad","eda__shape__std_diff_z","eda__shuffle__std_diff_z",0.577633647798742,0.506813417190776,0.0708202306079665
5,"wesad_stress","wesad","eda__shape__max_abs_diff_z","eda__shuffle__max_abs_diff_z",0.575755590496157,0.527996156533892,0.0477594339622641
5,"wesad_stress","wesad","eda__shape__second_diff_energy","eda__shuffle__second_diff_energy",0.585997554157932,0.504716981132076,0.081280573025856
5,"wesad_stress","wesad","eda__shape__median_crossings","eda__shuffle__median_crossings",0.521968902865129,0.551679332634521,-0.029710429769392
5,"wesad_stress","wesad","eda__shape__longest_above_median_frac","eda__shuffle__longest_above_median_frac",0.587078529000699,0.550379979035639,0.0366985499650594
5,"wesad_stress","wesad","eda__shape__longest_below_median_frac","eda__shuffle__longest_below_median_frac",0.543577480782669,0.563963137665968,-0.0203856568832984
5,"wesad_stress","wesad","eda__shape__autocorr_025s","eda__shuffle__autocorr_025s",0.583267819706499,0.507009958071279,0.0762578616352201
5,"wesad_stress","wesad","eda__shape__autocorr_05s","eda__shuffle__autocorr_05s",0.561146051712089,0.500087351502446,0.0610587002096437
5,"wesad_stress","wesad","eda__shape__autocorr_1s","eda__shuffle__autocorr_1s",0.525877882599581,0.541797693920335,-0.0159198113207548
5,"wesad_stress","wesad","eda__shape__autocorr_2s","eda__shuffle__autocorr_2s",0.510285639412998,0.50373427672956,0.00655136268343814
5,"wesad_stress","wesad","eda__shape__dominant_frequency","eda__shuffle__dominant_frequency",0.53976677148847,0.511486722571628,0.0282800489168414
5,"wesad_stress","wesad","eda__shape__spectral_centroid","eda__shuffle__spectral_centroid",0.57730607966457,0.503799790356394,0.0735062893081762
5,"wesad_stress","wesad","eda__shape__spectral_entropy","eda__shuffle__spectral_entropy",0.567850279524808,0.505961740041929,0.0618885394828791
5,"wesad_stress","wesad","eda__shape__mid_band_power","eda__shuffle__mid_band_power",0.577175052410901,0.501921733053808,0.0752533193570929
5,"wesad_stress","wesad","eda__shape__high_band_power","eda__shuffle__high_band_power",0.577175052410902,0.501921733053809,0.0752533193570929
5,"wesad_stress","wesad","eda__shape__wavelet_energy_0","eda__shuffle__wavelet_energy_0",0.587810097833683,0.517754192872117,0.0700559049615653
5,"wesad_stress","wesad","eda__shape__wavelet_energy_1","eda__shuffle__wavelet_energy_1",0.562871243885395,0.522798742138365,0.0400725017470299
5,"wesad_stress","wesad","eda__shape__wavelet_energy_2","eda__shuffle__wavelet_energy_2",0.588443396226415,0.502642382948987,0.0858010132774283
5,"wesad_stress","wesad","acc_x__shape__median","acc_x__shuffle__median",0.53199248777079,0.53199248777079,0
5,"wesad_stress","wesad","acc_x__shape__mad","acc_x__shuffle__mad",0.60564072327044,0.60564072327044,0
5,"wesad_stress","wesad","acc_x__shape__q10","acc_x__shuffle__q10",0.55196322501747,0.55196322501747,0
5,"wesad_stress","wesad","acc_x__shape__q25","acc_x__shuffle__q25",0.542867749825297,0.542867749825297,0
5,"wesad_stress","wesad","acc_x__shape__q75","acc_x__shuffle__q75",0.519424790356394,0.519424790356394,0
5,"wesad_stress","wesad","acc_x__shape__q90","acc_x__shuffle__q90",0.50575428022362,0.50575428022362,0
5,"wesad_stress","wesad","acc_x__shape__iqr","acc_x__shuffle__iqr",0.612170248078267,0.612170248078267,0
5,"wesad_stress","wesad","acc_x__shape__skew","acc_x__shuffle__skew",0.532719361856418,0.53276287164612,-4.35097897026893e-05
5,"wesad_stress","wesad","acc_x__shape__kurtosis","acc_x__shuffle__kurtosis",0.553488034807832,0.553923132704859,-0.000435097897026893
5,"wesad_stress","wesad","acc_x__shape__rms_z","acc_x__shuffle__rms_z",0.565055031446541,0.564956761006289,9.82704402515688e-05
5,"wesad_stress","wesad","acc_x__shape__late_minus_early_z","acc_x__shuffle__late_minus_early_z",0.504138277428372,0.525583071278826,-0.0214447938504542
5,"wesad_stress","wesad","acc_x__shape__last_minus_first_z","acc_x__shuffle__last_minus_first_z",0.535202655485674,0.555566474493361,-0.0203638190076869
5,"wesad_stress","wesad","acc_x__shape__max_time_fraction","acc_x__shuffle__max_time_fraction",0.61116570580014,0.609800838574423,0.00136486722571627
5,"wesad_stress","wesad","acc_x__shape__min_time_fraction","acc_x__shuffle__min_time_fraction",0.585538958770091,0.581586303284417,0.00395265548567425
5,"wesad_stress","wesad","acc_x__shape__mean_abs_diff_z","acc_x__shuffle__mean_abs_diff_z",0.604712613556953,0.60533499301188,-0.000622379454926714
5,"wesad_stress","wesad","acc_x__shape__std_diff_z","acc_x__shuffle__std_diff_z",0.56183394479385,0.579511705101328,-0.0176777603074773
5,"wesad_stress","wesad","acc_x__shape__max_abs_diff_z","acc_x__shuffle__max_abs_diff_z",0.56945536338225,0.57094033892383,-0.00148497554157934
5,"wesad_stress","wesad","acc_x__shape__second_diff_energy","acc_x__shuffle__second_diff_energy",0.55756464011181,0.579784678546471,-0.022220038434661
5,"wesad_stress","wesad","acc_x__shape__median_crossings","acc_x__shuffle__median_crossings",0.630918064290706,0.609647973445143,0.0212700908455625
5,"wesad_stress","wesad","acc_x__shape__longest_above_median_frac","acc_x__shuffle__longest_above_median_frac",0.603609800838574,0.632348445143256,-0.028738644304682
5,"wesad_stress","wesad","acc_x__shape__longest_below_median_frac","acc_x__shuffle__longest_below_median_frac",0.612170248078267,0.613087438853948,-0.00091719077568142
5,"wesad_stress","wesad","acc_x__shape__autocorr_025s","acc_x__shuffle__autocorr_025s",0.524713931815501,0.54583198849799,-0.0211180566824893
5,"wesad_stress","wesad","acc_x__shape__autocorr_05s","acc_x__shuffle__autocorr_05s",0.511340206185567,0.509697485402424,0.00164272078314331
5,"wesad_stress","wesad","acc_x__shape__autocorr_1s","acc_x__shuffle__autocorr_1s",0.515388318356868,0.514493632504548,0.000894685852319665
5,"wesad_stress","wesad","acc_x__shape__autocorr_2s","acc_x__shuffle__autocorr_2s",0.513064090037274,0.546936564223798,-0.033872474186524
5,"wesad_stress","wesad","acc_x__shape__dominant_frequency","acc_x__shuffle__dominant_frequency",0.501551849166062,0.503364757070341,-0.00181290790427835
5,"wesad_stress","wesad","acc_x__shape__spectral_centroid","acc_x__shuffle__spectral_centroid",0.535707034082669,0.534184191443075,0.0015228426395939
5,"wesad_stress","wesad","acc_x__shape__spectral_entropy","acc_x__shuffle__spectral_entropy",0.547744742567078,0.512893401015228,0.0348513415518492
5,"wesad_stress","wesad","acc_x__shape__mid_band_power","acc_x__shuffle__mid_band_power",0.521638868745468,0.528701957940537,-0.00706308919506882
5,"wesad_stress","wesad","acc_x__shape__high_band_power","acc_x__shuffle__high_band_power",0.521218274111675,0.529282088469906,-0.00806381435823067
5,"wesad_stress","wesad","acc_x__shape__wavelet_energy_0","acc_x__shuffle__wavelet_energy_0",0.514445250181291,0.511849166062364,0.00259608411892676
5,"wesad_stress","wesad","acc_x__shape__wavelet_energy_1","acc_x__shuffle__wavelet_energy_1",0.5513560551124,0.530398839738941,0.0209572153734591
5,"wesad_stress","wesad","acc_x__shape__wavelet_energy_2","acc_x__shuffle__wavelet_energy_2",0.507396664249456,0.51313995649021,-0.0057432922407542
5,"wesad_stress","wesad","acc_y__shape__median","acc_y__shuffle__median",0.536906009783368,0.536906009783368,0
5,"wesad_stress","wesad","acc_y__shape__mad","acc_y__shuffle__mad",0.579631813417191,0.579631813417191,0
5,"wesad_stress","wesad","acc_y__shape__q10","acc_y__shuffle__q10",0.569870283018868,0.569870283018868,0
5,"wesad_stress","wesad","acc_y__shape__q25","acc_y__shuffle__q25",0.562358053808526,0.562358053808526,0
5,"wesad_stress","wesad","acc_y__shape__q75","acc_y__shuffle__q75",0.514565863032844,0.514565863032844,0
5,"wesad_stress","wesad","acc_y__shape__q90","acc_y__shuffle__q90",0.504869846261356,0.504869846261356,0
5,"wesad_stress","wesad","acc_y__shape__iqr","acc_y__shuffle__iqr",0.56996855345912,0.56996855345912,0
5,"wesad_stress","wesad","acc_y__shape__skew","acc_y__shuffle__skew",0.536956207544443,0.537939008527244,-0.000982800982801013
5,"wesad_stress","wesad","acc_y__shape__kurtosis","acc_y__shuffle__kurtosis",0.522633328515681,0.520711085416968,0.00192224309871369
5,"wesad_stress","wesad","acc_y__shape__rms_z","acc_y__shuffle__rms_z",0.517273759608665,0.517623165618449,-0.000349406009783393
5,"wesad_stress","wesad","acc_y__shape__late_minus_early_z","acc_y__shuffle__late_minus_early_z",0.519140897973445,0.503690600978337,0.0154502969951082
5,"wesad_stress","wesad","acc_y__shape__last_minus_first_z","acc_y__shuffle__last_minus_first_z",0.507195580013976,0.515985324947589,-0.00878974493361284
5,"wesad_stress","wesad","acc_y__shape__max_time_fraction","acc_y__shuffle__max_time_fraction",0.536534765897973,0.56661643955276,-0.0300816736547869
5,"wesad_stress","wesad","acc_y__shape__min_time_fraction","acc_y__shuffle__min_time_fraction",0.553459119496855,0.572479909154437,-0.0190207896575821
5,"wesad_stress","wesad","acc_y__shape__mean_abs_diff_z","acc_y__shuffle__mean_abs_diff_z",0.574336128581412,0.576792889587701,-0.00245676100628933
5,"wesad_stress","wesad","acc_y__shape__std_diff_z","acc_y__shuffle__std_diff_z",0.540825908455626,0.552236198462614,-0.0114102900069881
5,"wesad_stress","wesad","acc_y__shape__max_abs_diff_z","acc_y__shuffle__max_abs_diff_z",0.561768431167016,0.566987683438155,-0.00521925227113895
5,"wesad_stress","wesad","acc_y__shape__second_diff_energy","acc_y__shuffle__second_diff_energy",0.533248165618449,0.554376310272537,-0.0211281446540881
5,"wesad_stress","wesad","acc_y__shape__median_crossings","acc_y__shuffle__median_crossings",0.561724755415793,0.563056865828092,-0.00133211041229908
5,"wesad_stress","wesad","acc_y__shape__longest_above_median_frac","acc_y__shuffle__longest_above_median_frac",0.544811320754717,0.534886006289308,0.00992531446540879
5,"wesad_stress","wesad","acc_y__shape__longest_below_median_frac","acc_y__shuffle__longest_below_median_frac",0.555490041928721,0.554310796645702,0.00117924528301894
5,"wesad_stress","wesad","acc_y__shape__autocorr_025s","acc_y__shuffle__autocorr_025s",0.50117508813161,0.501836423900385,-0.000661335768775251
5,"wesad_stress","wesad","acc_y__shape__autocorr_05s","acc_y__shuffle__autocorr_05s",0.508108108108108,0.512114934246082,-0.00400682613797376
5,"wesad_stress","wesad","acc_y__shape__autocorr_1s","acc_y__shuffle__autocorr_1s",0.505478041015076,0.530352684144819,-0.0248746431297426
5,"wesad_stress","wesad","acc_y__shape__autocorr_2s","acc_y__shuffle__autocorr_2s",0.541521915884396,0.504635331143952,0.0368865847404447
5,"wesad_stress","wesad","acc_y__shape__dominant_frequency","acc_y__shuffle__dominant_frequency",0.55390952449776,0.551149009972539,0.00276051452522041
5,"wesad_stress","wesad","acc_y__shape__spectral_centroid","acc_y__shuffle__spectral_centroid",0.502601532013297,0.511287758346582,-0.0086862263332852
5,"wesad_stress","wesad","acc_y__shape__spectral_entropy","acc_y__shuffle__spectral_entropy",0.508744038155803,0.510521751698222,-0.00177771354241951
5,"wesad_stress","wesad","acc_y__shape__mid_band_power","acc_y__shuffle__mid_band_power",0.510435033964446,0.506648359589536,0.00378667437490976
5,"wesad_stress","wesad","acc_y__shape__high_band_power","acc_y__shuffle__high_band_power",0.510304957363781,0.505390952449776,0.00491400491400495
5,"wesad_stress","wesad","acc_y__shape__wavelet_energy_0","acc_y__shuffle__wavelet_energy_0",0.514048272871802,0.572683913860384,-0.0586356409885821
5,"wesad_stress","wesad","acc_y__shape__wavelet_energy_1","acc_y__shuffle__wavelet_energy_1",0.504726116490822,0.551293539528834,-0.0465674230380113
5,"wesad_stress","wesad","acc_y__shape__wavelet_energy_2","acc_y__shuffle__wavelet_energy_2",0.509293250469721,0.545772510478393,-0.0364792600086717
5,"wesad_stress","wesad","acc_z__shape__median","acc_z__shuffle__median",0.579162299091544,0.579162299091544,0
5,"wesad_stress","wesad","acc_z__shape__mad","acc_z__shuffle__mad",0.599537037037037,0.599537037037037,0
5,"wesad_stress","wesad","acc_z__shape__q10","acc_z__shuffle__q10",0.607038347309574,0.607038347309574,0
5,"wesad_stress","wesad","acc_z__shape__q25","acc_z__shuffle__q25",0.598860062893082,0.598860062893082,0
5,"wesad_stress","wesad","acc_z__shape__q75","acc_z__shuffle__q75",0.569761093640811,0.569761093640811,0
5,"wesad_stress","wesad","acc_z__shape__q90","acc_z__shuffle__q90",0.564574598183089,0.564574598183089,0
5,"wesad_stress","wesad","acc_z__shape__iqr","acc_z__shuffle__iqr",0.618776205450734,0.618776205450734,0
5,"wesad_stress","wesad","acc_z__shape__skew","acc_z__shuffle__skew",0.513746319178798,0.513842639733605,-9.63205548064616e-05
5,"wesad_stress","wesad","acc_z__shape__kurtosis","acc_z__shuffle__kurtosis",0.525139664804469,0.525745108291824,-0.000605443487354473
5,"wesad_stress","wesad","acc_z__shape__rms_z","acc_z__shuffle__rms_z",0.605848183088749,0.606110237596087,-0.000262054507337628
5,"wesad_stress","wesad","acc_z__shape__late_minus_early_z","acc_z__shuffle__late_minus_early_z",0.5270571278826,0.509619584206848,0.0174375436757512
5,"wesad_stress","wesad","acc_z__shape__last_minus_first_z","acc_z__shuffle__last_minus_first_z",0.555915880503145,0.533837788259958,0.0220780922431866
5,"wesad_stress","wesad","acc_z__shape__max_time_fraction","acc_z__shuffle__max_time_fraction",0.56848357791754,0.570012229210342,-0.00152865129280233
5,"wesad_stress","wesad","acc_z__shape__min_time_fraction","acc_z__shuffle__min_time_fraction",0.62200821104123,0.586161338225017,0.0358468728162125
5,"wesad_stress","wesad","acc_z__shape__mean_abs_diff_z","acc_z__shuffle__mean_abs_diff_z",0.627140111809923,0.635220125786164,-0.00808001397624047
5,"wesad_stress","wesad","acc_z__shape__std_diff_z","acc_z__shuffle__std_diff_z",0.598008385744235,0.613425925925926,-0.0154175401816911
5,"wesad_stress","wesad","acc_z__shape__max_abs_diff_z","acc_z__shuffle__max_abs_diff_z",0.599056603773585,0.603795422781272,-0.00473881900768691
5,"wesad_stress","wesad","acc_z__shape__second_diff_energy","acc_z__shuffle__second_diff_energy",0.595748165618449,0.611744409503843,-0.0159962438853948
5,"wesad_stress","wesad","acc_z__shape__median_crossings","acc_z__shuffle__median_crossings",0.597233141160028,0.59599930118798,0.00123383997204751
5,"wesad_stress","wesad","acc_z__shape__longest_above_median_frac","acc_z__shuffle__longest_above_median_frac",0.574510831586303,0.603380503144654,-0.0288696715583509
5,"wesad_stress","wesad","acc_z__shape__longest_below_median_frac","acc_z__shuffle__longest_below_median_frac",0.604548829489867,0.587515286512928,0.0170335429769392
5,"wesad_stress","wesad","acc_z__shape__autocorr_025s","acc_z__shuffle__autocorr_025s",0.507652072839984,0.520244482548814,-0.012592409708829
5,"wesad_stress","wesad","acc_z__shape__autocorr_05s","acc_z__shuffle__autocorr_05s",0.526074482448245,0.545138502614306,-0.0190640201660615
5,"wesad_stress","wesad","acc_z__shape__autocorr_1s","acc_z__shuffle__autocorr_1s",0.514332636607943,0.511514525796553,0.00281811081138994
5,"wesad_stress","wesad","acc_z__shape__autocorr_2s","acc_z__shuffle__autocorr_2s",0.518919936990617,0.529655278547245,-0.0107353415566281
5,"wesad_stress","wesad","acc_z__shape__dominant_frequency","acc_z__shuffle__dominant_frequency",0.517819302639183,0.506824999311996,0.0109943033271872
5,"wesad_stress","wesad","acc_z__shape__spectral_centroid","acc_z__shuffle__spectral_centroid",0.502119052205741,0.527437598040565,-0.025318545834824
5,"wesad_stress","wesad","acc_z__shape__spectral_entropy","acc_z__shuffle__spectral_entropy",0.539229985964719,0.534854280760657,0.00437570520406194
5,"wesad_stress","wesad","acc_z__shape__mid_band_power","acc_z__shuffle__mid_band_power",0.508751410408124,0.571607452458926,-0.0628560420508023
5,"wesad_stress","wesad","acc_z__shape__high_band_power","acc_z__shuffle__high_band_power",0.509081652310317,0.571070809367862,-0.0619891570575446
5,"wesad_stress","wesad","acc_z__shape__wavelet_energy_0","acc_z__shuffle__wavelet_energy_0",0.51663593582299,0.515370008531249,0.00126592729174124
5,"wesad_stress","wesad","acc_z__shape__wavelet_energy_1","acc_z__shuffle__wavelet_energy_1",0.501871370779096,0.522704130775793,-0.0208327599966976
5,"wesad_stress","wesad","acc_z__shape__wavelet_energy_2","acc_z__shuffle__wavelet_energy_2",0.524107658860115,0.530561136032143,-0.00645347717202849
5,"wesad_stress","wesad","acc_mag__shape__median","acc_mag__shuffle__median",0.531828703703704,0.531828703703704,0
5,"wesad_stress","wesad","acc_mag__shape__mad","acc_mag__shuffle__mad",0.62799178895877,0.62799178895877,0
5,"wesad_stress","wesad","acc_mag__shape__q10","acc_mag__shuffle__q10",0.627391247379455,0.627391247379455,0
5,"wesad_stress","wesad","acc_mag__shape__q25","acc_mag__shuffle__q25",0.597658979734451,0.597658979734451,0
5,"wesad_stress","wesad","acc_mag__shape__q75","acc_mag__shuffle__q75",0.540574772886094,0.540574772886094,0
5,"wesad_stress","wesad","acc_mag__shape__q90","acc_mag__shuffle__q90",0.58418501048218,0.58418501048218,0
5,"wesad_stress","wesad","acc_mag__shape__iqr","acc_mag__shuffle__iqr",0.621833508036338,0.621833508036338,0
5,"wesad_stress","wesad","acc_mag__shape__skew","acc_mag__shuffle__skew",0.522201560232221,0.522348965892598,-0.000147405660377298
5,"wesad_stress","wesad","acc_mag__shape__kurtosis","acc_mag__shuffle__kurtosis",0.5482243287373,0.54800888969521,0.000215439042089982
5,"wesad_stress","wesad","acc_mag__shape__rms_z","acc_mag__shuffle__rms_z",0.569477201257862,0.569444444444444,3.27568134171896e-05
5,"wesad_stress","wesad","acc_mag__shape__late_minus_early_z","acc_mag__shuffle__late_minus_early_z",0.528345562543676,0.524949772886094,0.00339578965758203
5,"wesad_stress","wesad","acc_mag__shape__last_minus_first_z","acc_mag__shuffle__last_minus_first_z",0.542671208944794,0.50306822152341,0.0396029874213837
5,"wesad_stress","wesad","acc_mag__shape__max_time_fraction","acc_mag__shuffle__max_time_fraction",0.581455276030748,0.586379716981132,-0.00492444095038436
5,"wesad_stress","wesad","acc_mag__shape__min_time_fraction","acc_mag__shuffle__min_time_fraction",0.578692784765898,0.532516596785465,0.0461761879804333
5,"wesad_stress","wesad","acc_mag__shape__mean_abs_diff_z","acc_mag__shuffle__mean_abs_diff_z",0.613578791055206,0.592428808525507,0.0211499825296996
5,"wesad_stress","wesad","acc_mag__shape__std_diff_z","acc_mag__shuffle__std_diff_z",0.603402341020266,0.578037648497554,0.0253646925227113
5,"wesad_stress","wesad","acc_mag__shape__max_abs_diff_z","acc_mag__shuffle__max_abs_diff_z",0.601840932914046,0.59060534591195,0.0112355870020965
5,"wesad_stress","wesad","acc_mag__shape__second_diff_energy","acc_mag__shuffle__second_diff_energy",0.592188591893781,0.575340670859539,0.0168479210342418
5,"wesad_stress","wesad","acc_mag__shape__median_crossings","acc_mag__shuffle__median_crossings",0.618033717679944,0.574991264849755,0.0430424528301886
5,"wesad_stress","wesad","acc_mag__shape__longest_above_median_frac","acc_mag__shuffle__longest_above_median_frac",0.555522798742138,0.591937456324249,-0.0364146575821104
5,"wesad_stress","wesad","acc_mag__shape__longest_below_median_frac","acc_mag__shuffle__longest_below_median_frac",0.611176624737946,0.582296034241789,0.0288805904961565
5,"wesad_stress","wesad","acc_mag__shape__autocorr_025s","acc_mag__shuffle__autocorr_025s",0.584476394458622,0.543844313581156,0.0406320808774663
5,"wesad_stress","wesad","acc_mag__shape__autocorr_05s","acc_mag__shuffle__autocorr_05s",0.557852564102564,0.531134983437615,0.0267175806649491
5,"wesad_stress","wesad","acc_mag__shape__autocorr_1s","acc_mag__shuffle__autocorr_1s",0.522929891710232,0.515486316568047,0.00744357514218419
5,"wesad_stress","wesad","acc_mag__shape__autocorr_2s","acc_mag__shuffle__autocorr_2s",0.50920915334029,0.518711142993783,-0.00950198965349314
5,"wesad_stress","wesad","acc_mag__shape__dominant_frequency","acc_mag__shuffle__dominant_frequency",0.589940130624093,0.50021543904209,0.0897246915820029
5,"wesad_stress","wesad","acc_mag__shape__spectral_centroid","acc_mag__shuffle__spectral_centroid",0.575834542815675,0.540060322931785,0.0357742198838896
5,"wesad_stress","wesad","acc_mag__shape__spectral_entropy","acc_mag__shuffle__spectral_entropy",0.502778029753266,0.506293087808418,-0.0035150580551524
5,"wesad_stress","wesad","acc_mag__shape__mid_band_power","acc_mag__shuffle__mid_band_power",0.580959724238026,0.525058962264151,0.0559007619738752
5,"wesad_stress","wesad","acc_mag__shape__high_band_power","acc_mag__shuffle__high_band_power",0.581107129898403,0.525149673439768,0.0559574564586356
5,"wesad_stress","wesad","acc_mag__shape__wavelet_energy_0","acc_mag__shuffle__wavelet_energy_0",0.576979771407837,0.561003265602322,0.0159765058055152
5,"wesad_stress","wesad","acc_mag__shape__wavelet_energy_1","acc_mag__shuffle__wavelet_energy_1",0.51999047532656,0.540185050798258,-0.0201945754716981
5,"wesad_stress","wesad","acc_mag__shape__wavelet_energy_2","acc_mag__shuffle__wavelet_energy_2",0.57661692670537,0.525830007256894,0.0507869194484761
5,"wesad_stress","wesad","temperature__shape__median","temperature__shuffle__median",0.629345737246681,0.629345737246681,0
5,"wesad_stress","wesad","temperature__shape__mad","temperature__shuffle__mad",0.521586740041929,0.521586740041929,0
5,"wesad_stress","wesad","temperature__shape__q10","temperature__shuffle__q10",0.629127358490566,0.629127358490566,0
5,"wesad_stress","wesad","temperature__shape__q25","temperature__shuffle__q25",0.629258385744235,0.629258385744235,0
5,"wesad_stress","wesad","temperature__shape__q75","temperature__shuffle__q75",0.629433088749127,0.629433088749127,0
5,"wesad_stress","wesad","temperature__shape__q90","temperature__shuffle__q90",0.629444007686932,0.629444007686932,0
5,"wesad_stress","wesad","temperature__shape__iqr","temperature__shuffle__iqr",0.535126222921034,0.535126222921034,0
5,"wesad_stress","wesad","temperature__shape__skew","temperature__shuffle__skew",0.542376763789628,0.540750412314458,0.00162635147516954
