"window_s","task","dataset_id","shape_feature","shuffle_feature","shape_oriented_auc","shuffle_oriented_auc","order_advantage"
5,"cognitive_load_vs_baseline","catsa","bvp__shape__median","bvp__shuffle__median",0.507655844155844,0.507655844155844,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__mad","bvp__shuffle__mad",0.604396103896104,0.604396103896104,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__q10","bvp__shuffle__q10",0.580522727272727,0.580522727272727,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__q25","bvp__shuffle__q25",0.575038961038961,0.575038961038961,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__q75","bvp__shuffle__q75",0.574383116883117,0.574383116883117,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__q90","bvp__shuffle__q90",0.584866883116883,0.584866883116883,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__iqr","bvp__shuffle__iqr",0.605805194805195,0.605805194805195,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__skew","bvp__shuffle__skew",0.50048051948052,0.50048051948052,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__kurtosis","bvp__shuffle__kurtosis",0.531487012987013,0.531487012987013,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__rms_z","bvp__shuffle__rms_z",0.50838961038961,0.50838961038961,0
5,"cognitive_load_vs_baseline","catsa","bvp__shape__late_minus_early_z","bvp__shuffle__late_minus_early_z",0.501844155844156,0.508285714285714,-0.00644155844155847
5,"cognitive_load_vs_baseline","catsa","bvp__shape__last_minus_first_z","bvp__shuffle__last_minus_first_z",0.500649350649351,0.509194805194805,-0.00854545454545452
5,"cognitive_load_vs_baseline","catsa","bvp__shape__max_time_fraction","bvp__shuffle__max_time_fraction",0.505574675324675,0.5215,-0.0159253246753246
5,"cognitive_load_vs_baseline","catsa","bvp__shape__min_time_fraction","bvp__shuffle__min_time_fraction",0.514198051948052,0.514483766233766,-0.000285714285714334
5,"cognitive_load_vs_baseline","catsa","bvp__shape__mean_abs_diff_z","bvp__shuffle__mean_abs_diff_z",0.554006493506494,0.506279220779221,0.0477272727272727
5,"cognitive_load_vs_baseline","catsa","bvp__shape__std_diff_z","bvp__shuffle__std_diff_z",0.556279220779221,0.503753246753247,0.052525974025974
5,"cognitive_load_vs_baseline","catsa","bvp__shape__max_abs_diff_z","bvp__shuffle__max_abs_diff_z",0.551698051948052,0.512766233766234,0.0389318181818182
5,"cognitive_load_vs_baseline","catsa","bvp__shape__second_diff_energy","bvp__shuffle__second_diff_energy",0.561707792207792,0.508532467532468,0.0531753246753246
5,"cognitive_load_vs_baseline","catsa","bvp__shape__median_crossings","bvp__shuffle__median_crossings",0.561262987012987,0.512714285714286,0.0485487012987014
5,"cognitive_load_vs_baseline","catsa","bvp__shape__longest_above_median_frac","bvp__shuffle__longest_above_median_frac",0.547688311688312,0.521246753246753,0.0264415584415584
5,"cognitive_load_vs_baseline","catsa","bvp__shape__longest_below_median_frac","bvp__shuffle__longest_below_median_frac",0.547857142857143,0.517616883116883,0.0302402597402597
5,"cognitive_load_vs_baseline","catsa","bvp__shape__autocorr_025s","bvp__shuffle__autocorr_025s",0.567298701298701,0.515733766233766,0.0515649350649351
5,"cognitive_load_vs_baseline","catsa","bvp__shape__autocorr_05s","bvp__shuffle__autocorr_05s",0.558902597402597,0.501272727272727,0.0576298701298701
5,"cognitive_load_vs_baseline","catsa","bvp__shape__autocorr_1s","bvp__shuffle__autocorr_1s",0.578837662337662,0.524454545454546,0.0543831168831168
5,"cognitive_load_vs_baseline","catsa","bvp__shape__autocorr_2s","bvp__shuffle__autocorr_2s",0.542844155844156,0.514103896103896,0.0287402597402597
5,"cognitive_load_vs_baseline","catsa","bvp__shape__dominant_frequency","bvp__shuffle__dominant_frequency",0.535594155844156,0.505467532467532,0.0301266233766234
5,"cognitive_load_vs_baseline","catsa","bvp__shape__spectral_centroid","bvp__shuffle__spectral_centroid",0.514616883116883,0.511071428571429,0.00354545454545452
5,"cognitive_load_vs_baseline","catsa","bvp__shape__spectral_entropy","bvp__shuffle__spectral_entropy",0.504967532467532,0.542045454545454,-0.037077922077922
5,"cognitive_load_vs_baseline","catsa","bvp__shape__mid_band_power","bvp__shuffle__mid_band_power",0.515071428571429,0.518954545454545,-0.00388311688311682
5,"cognitive_load_vs_baseline","catsa","bvp__shape__high_band_power","bvp__shuffle__high_band_power",0.515071428571429,0.518954545454545,-0.00388311688311682
5,"cognitive_load_vs_baseline","catsa","bvp__shape__wavelet_energy_0","bvp__shuffle__wavelet_energy_0",0.558844155844156,0.506603896103896,0.0522402597402598
5,"cognitive_load_vs_baseline","catsa","bvp__shape__wavelet_energy_1","bvp__shuffle__wavelet_energy_1",0.543168831168831,0.528298701298701,0.0148701298701299
5,"cognitive_load_vs_baseline","catsa","bvp__shape__wavelet_energy_2","bvp__shuffle__wavelet_energy_2",0.561974025974026,0.528623376623377,0.0333506493506495
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__median","bvp__shuffle__median",0.661262626262626,0.661262626262626,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__mad","bvp__shuffle__mad",0.615867003367003,0.615867003367003,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__q10","bvp__shuffle__q10",0.584444444444444,0.584444444444444,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__q25","bvp__shuffle__q25",0.570353535353535,0.570353535353535,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__q75","bvp__shuffle__q75",0.575311447811448,0.575311447811448,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__q90","bvp__shuffle__q90",0.630252525252525,0.630252525252525,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__iqr","bvp__shuffle__iqr",0.580740740740741,0.580740740740741,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__skew","bvp__shuffle__skew",0.64523569023569,0.64523569023569,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__kurtosis","bvp__shuffle__kurtosis",0.533484848484848,0.533484848484848,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__rms_z","bvp__shuffle__rms_z",0.55969696969697,0.55969696969697,0
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__late_minus_early_z","bvp__shuffle__late_minus_early_z",0.523451178451179,0.528754208754209,-0.00530303030303025
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__last_minus_first_z","bvp__shuffle__last_minus_first_z",0.513939393939394,0.557356902356902,-0.0434175084175085
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__max_time_fraction","bvp__shuffle__max_time_fraction",0.50010101010101,0.545572390572391,-0.0454713804713804
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__min_time_fraction","bvp__shuffle__min_time_fraction",0.508316498316498,0.506262626262626,0.00205387205387209
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__mean_abs_diff_z","bvp__shuffle__mean_abs_diff_z",0.519814814814815,0.521784511784512,-0.00196969696969695
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__std_diff_z","bvp__shuffle__std_diff_z",0.506818181818182,0.535,-0.0281818181818182
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__max_abs_diff_z","bvp__shuffle__max_abs_diff_z",0.508249158249158,0.518232323232323,-0.00998316498316498
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__second_diff_energy","bvp__shuffle__second_diff_energy",0.570757575757576,0.533872053872054,0.036885521885522
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__median_crossings","bvp__shuffle__median_crossings",0.631843434343434,0.528644781144781,0.103198653198653
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__longest_above_median_frac","bvp__shuffle__longest_above_median_frac",0.5678367003367,0.506557239057239,0.0612794612794614
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__longest_below_median_frac","bvp__shuffle__longest_below_median_frac",0.577213804713805,0.546590909090909,0.0306228956228956
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__autocorr_025s","bvp__shuffle__autocorr_025s",0.59959595959596,0.533080808080808,0.0665151515151515
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__autocorr_05s","bvp__shuffle__autocorr_05s",0.76959595959596,0.501127946127946,0.268468013468014
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__autocorr_1s","bvp__shuffle__autocorr_1s",0.532861952861953,0.526548821548822,0.00631313131313127
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__autocorr_2s","bvp__shuffle__autocorr_2s",0.508232323232323,0.51010101010101,-0.0018686868686868
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__dominant_frequency","bvp__shuffle__dominant_frequency",0.661178451178451,0.540765993265993,0.120412457912458
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__spectral_centroid","bvp__shuffle__spectral_centroid",0.625875420875421,0.53503367003367,0.090841750841751
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__spectral_entropy","bvp__shuffle__spectral_entropy",0.587744107744108,0.542356902356902,0.0453872053872053
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__mid_band_power","bvp__shuffle__mid_band_power",0.601481481481482,0.519023569023569,0.0824579124579125
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__high_band_power","bvp__shuffle__high_band_power",0.601481481481482,0.519023569023569,0.0824579124579126
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__wavelet_energy_0","bvp__shuffle__wavelet_energy_0",0.544646464646465,0.527626262626263,0.0170202020202019
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__wavelet_energy_1","bvp__shuffle__wavelet_energy_1",0.599579124579125,0.515488215488215,0.0840909090909091
5,"stress_vs_exercise","induced_stress_exercise","bvp__shape__wavelet_energy_2","bvp__shuffle__wavelet_energy_2",0.597811447811448,0.51516835016835,0.0826430976430976
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__median","eda__shuffle__median",0.602020202020202,0.602020202020202,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__mad","eda__shuffle__mad",0.641515151515152,0.641515151515152,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__q10","eda__shuffle__q10",0.602828282828283,0.602828282828283,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__q25","eda__shuffle__q25",0.600984848484849,0.600984848484849,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__q75","eda__shuffle__q75",0.603434343434343,0.603434343434343,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__q90","eda__shuffle__q90",0.603947811447811,0.603947811447811,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__iqr","eda__shuffle__iqr",0.637525252525253,0.637525252525253,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__skew","eda__shuffle__skew",0.524259259259259,0.524259259259259,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__kurtosis","eda__shuffle__kurtosis",0.568973063973064,0.568973063973064,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__rms_z","eda__shuffle__rms_z",0.538215488215488,0.538215488215488,0
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__late_minus_early_z","eda__shuffle__late_minus_early_z",0.537424242424242,0.551346801346801,-0.013922558922559
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__last_minus_first_z","eda__shuffle__last_minus_first_z",0.554671717171717,0.522760942760943,0.0319107744107744
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__max_time_fraction","eda__shuffle__max_time_fraction",0.558493265993266,0.543619528619529,0.0148737373737373
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__min_time_fraction","eda__shuffle__min_time_fraction",0.531691919191919,0.533013468013468,-0.00132154882154878
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__mean_abs_diff_z","eda__shuffle__mean_abs_diff_z",0.507222222222222,0.533653198653199,-0.0264309764309765
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__std_diff_z","eda__shuffle__std_diff_z",0.503636363636364,0.541329966329966,-0.0376936026936027
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__max_abs_diff_z","eda__shuffle__max_abs_diff_z",0.528400673400673,0.545159932659933,-0.0167592592592593
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__second_diff_energy","eda__shuffle__second_diff_energy",0.502053872053872,0.545286195286195,-0.0432323232323232
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__median_crossings","eda__shuffle__median_crossings",0.508468013468014,0.506287878787879,0.00218013468013467
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__longest_above_median_frac","eda__shuffle__longest_above_median_frac",0.502550505050505,0.553063973063973,-0.050513468013468
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__longest_below_median_frac","eda__shuffle__longest_below_median_frac",0.512483164983165,0.536119528619529,-0.0236363636363637
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__autocorr_025s","eda__shuffle__autocorr_025s",0.508872053872054,0.522222222222222,-0.0133501683501683
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__autocorr_05s","eda__shuffle__autocorr_05s",0.506498316498316,0.534107744107744,-0.0276094276094276
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__autocorr_1s","eda__shuffle__autocorr_1s",0.507053872053872,0.500723905723906,0.0063299663299663
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__autocorr_2s","eda__shuffle__autocorr_2s",0.555909090909091,0.522845117845118,0.033063973063973
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__dominant_frequency","eda__shuffle__dominant_frequency",0.552323232323232,0.528973063973064,0.0233501683501683
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__spectral_centroid","eda__shuffle__spectral_centroid",0.52020202020202,0.517760942760943,0.00244107744107747
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__spectral_entropy","eda__shuffle__spectral_entropy",0.508939393939394,0.501784511784512,0.00715488215488214
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__mid_band_power","eda__shuffle__mid_band_power",0.516582491582492,0.509107744107744,0.00747474747474752
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__high_band_power","eda__shuffle__high_band_power",0.516582491582492,0.509107744107744,0.00747474747474752
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__wavelet_energy_0","eda__shuffle__wavelet_energy_0",0.520488215488216,0.523619528619529,-0.0031313131313131
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__wavelet_energy_1","eda__shuffle__wavelet_energy_1",0.509915824915825,0.51523569023569,-0.00531986531986539
5,"stress_vs_exercise","induced_stress_exercise","eda__shape__wavelet_energy_2","eda__shuffle__wavelet_energy_2",0.518114478114478,0.530538720538721,-0.0124242424242424
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__median","acc_x__shuffle__median",0.60949494949495,0.60949494949495,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__mad","acc_x__shuffle__mad",0.797053872053872,0.797053872053872,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__q10","acc_x__shuffle__q10",0.619983164983165,0.619983164983165,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__q25","acc_x__shuffle__q25",0.615277777777778,0.615277777777778,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__q75","acc_x__shuffle__q75",0.598535353535354,0.598535353535354,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__q90","acc_x__shuffle__q90",0.5921632996633,0.5921632996633,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__iqr","acc_x__shuffle__iqr",0.785858585858586,0.785858585858586,0
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__skew","acc_x__shuffle__skew",0.513589886596022,0.513552704963748,3.71816322737306e-05
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__kurtosis","acc_x__shuffle__kurtosis",0.594208960773378,0.594143892916899,6.5067856478862e-05
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__rms_z","acc_x__shuffle__rms_z",0.506641414141414,0.506649831649832,-8.4175084175131e-06
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__late_minus_early_z","acc_x__shuffle__late_minus_early_z",0.527710437710438,0.548425925925926,-0.0207154882154882
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__last_minus_first_z","acc_x__shuffle__last_minus_first_z",0.503526936026936,0.512390572390572,-0.00886363636363641
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__max_time_fraction","acc_x__shuffle__max_time_fraction",0.622415824915825,0.63462962962963,-0.0122138047138047
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__min_time_fraction","acc_x__shuffle__min_time_fraction",0.62709595959596,0.681043771043771,-0.0539478114478116
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__mean_abs_diff_z","acc_x__shuffle__mean_abs_diff_z",0.752415824915825,0.654974747474747,0.0974410774410774
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__std_diff_z","acc_x__shuffle__std_diff_z",0.607441077441077,0.549191919191919,0.0582491582491582
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__max_abs_diff_z","acc_x__shuffle__max_abs_diff_z",0.60016835016835,0.573047138047138,0.0271212121212121
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__second_diff_energy","acc_x__shuffle__second_diff_energy",0.605361952861953,0.542828282828283,0.06253367003367
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__median_crossings","acc_x__shuffle__median_crossings",0.849200336700337,0.760572390572391,0.0886279461279461
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__longest_above_median_frac","acc_x__shuffle__longest_above_median_frac",0.625681818181818,0.744385521885522,-0.118703703703704
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__longest_below_median_frac","acc_x__shuffle__longest_below_median_frac",0.823552188552189,0.762205387205387,0.0613468013468014
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__autocorr_025s","acc_x__shuffle__autocorr_025s",0.612102621305075,0.504844743733633,0.107257877571443
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__autocorr_05s","acc_x__shuffle__autocorr_05s",0.604404291360813,0.55198279087168,0.0524215004891333
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__autocorr_1s","acc_x__shuffle__autocorr_1s",0.539770374552983,0.521645021645022,0.0181253529079616
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__autocorr_2s","acc_x__shuffle__autocorr_2s",0.523186705767351,0.529318664350511,-0.00613195858316051
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__dominant_frequency","acc_x__shuffle__dominant_frequency",0.589654210819855,0.515727830451757,0.0739263803680982
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__spectral_centroid","acc_x__shuffle__spectral_centroid",0.589551961331102,0.500855177542294,0.0886967837888084
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__spectral_entropy","acc_x__shuffle__spectral_entropy",0.513980293734895,0.583658672615728,-0.0696783788808328
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__mid_band_power","acc_x__shuffle__mid_band_power",0.593288715374605,0.500130135712958,0.0931585796616472
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__high_band_power","acc_x__shuffle__high_band_power",0.593288715374605,0.500130135712958,0.0931585796616471
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__wavelet_energy_0","acc_x__shuffle__wavelet_energy_0",0.685592117493958,0.570886781929727,0.114705335564231
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__wavelet_energy_1","acc_x__shuffle__wavelet_energy_1",0.608328685629299,0.517810001859082,0.0905186837702174
5,"stress_vs_exercise","induced_stress_exercise","acc_x__shape__wavelet_energy_2","acc_x__shuffle__wavelet_energy_2",0.686503067484663,0.576575571667596,0.109927495817066
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__median","acc_y__shuffle__median",0.721607744107744,0.721607744107744,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__mad","acc_y__shuffle__mad",0.7875,0.7875,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__q10","acc_y__shuffle__q10",0.719015151515151,0.719015151515151,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__q25","acc_y__shuffle__q25",0.720328282828283,0.720328282828283,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__q75","acc_y__shuffle__q75",0.721388888888889,0.721388888888889,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__q90","acc_y__shuffle__q90",0.723375420875421,0.723375420875421,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__iqr","acc_y__shuffle__iqr",0.783686868686869,0.783686868686869,0
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__skew","acc_y__shuffle__skew",0.535409982174688,0.535374331550802,3.56506238858856e-05
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__kurtosis","acc_y__shuffle__kurtosis",0.528885918003565,0.528841354723708,4.4563279857468e-05
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__rms_z","acc_y__shuffle__rms_z",0.506893939393939,0.507011784511785,-0.000117845117845183
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__late_minus_early_z","acc_y__shuffle__late_minus_early_z",0.506102693602694,0.559015151515152,-0.052912457912458
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__last_minus_first_z","acc_y__shuffle__last_minus_first_z",0.51702861952862,0.5196632996633,-0.00263468013468016
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__max_time_fraction","acc_y__shuffle__max_time_fraction",0.620294612794613,0.688215488215488,-0.0679208754208755
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__min_time_fraction","acc_y__shuffle__min_time_fraction",0.653526936026936,0.684393939393939,-0.0308670033670033
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__mean_abs_diff_z","acc_y__shuffle__mean_abs_diff_z",0.844503367003367,0.712979797979798,0.131523569023569
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__std_diff_z","acc_y__shuffle__std_diff_z",0.697424242424243,0.565252525252525,0.132171717171717
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__max_abs_diff_z","acc_y__shuffle__max_abs_diff_z",0.648047138047138,0.615429292929293,0.032617845117845
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__second_diff_energy","acc_y__shuffle__second_diff_energy",0.708602693602694,0.56952861952862,0.139074074074074
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__median_crossings","acc_y__shuffle__median_crossings",0.879680134680135,0.737146464646465,0.14253367003367
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__longest_above_median_frac","acc_y__shuffle__longest_above_median_frac",0.613459595959596,0.776742424242424,-0.163282828282828
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__longest_below_median_frac","acc_y__shuffle__longest_below_median_frac",0.8721632996633,0.749166666666667,0.122996632996633
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__autocorr_025s","acc_y__shuffle__autocorr_025s",0.697348484848485,0.519011544011544,0.178336940836941
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__autocorr_05s","acc_y__shuffle__autocorr_05s",0.642902236652237,0.507656926406926,0.13524531024531
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__autocorr_1s","acc_y__shuffle__autocorr_1s",0.582253674469243,0.546071493376883,0.0361821810923607
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__autocorr_2s","acc_y__shuffle__autocorr_2s",0.518924917969504,0.515450804339693,0.00347411362981065
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__dominant_frequency","acc_y__shuffle__dominant_frequency",0.684349376114082,0.50096256684492,0.183386809269162
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__spectral_centroid","acc_y__shuffle__spectral_centroid",0.680623885918004,0.529803921568627,0.150819964349376
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__spectral_entropy","acc_y__shuffle__spectral_entropy",0.565570409982175,0.523707664884135,0.0418627450980392
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__mid_band_power","acc_y__shuffle__mid_band_power",0.675775401069519,0.518021390374332,0.157754010695187
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__high_band_power","acc_y__shuffle__high_band_power",0.675775401069519,0.518021390374332,0.157754010695187
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__wavelet_energy_0","acc_y__shuffle__wavelet_energy_0",0.716434937611408,0.596221033868093,0.120213903743316
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__wavelet_energy_1","acc_y__shuffle__wavelet_energy_1",0.615258467023173,0.561479500891266,0.0537789661319072
5,"stress_vs_exercise","induced_stress_exercise","acc_y__shape__wavelet_energy_2","acc_y__shuffle__wavelet_energy_2",0.717647058823529,0.585026737967914,0.132620320855615
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__median","acc_z__shuffle__median",0.601001683501683,0.601001683501683,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__mad","acc_z__shuffle__mad",0.785690235690236,0.785690235690236,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__q10","acc_z__shuffle__q10",0.610218855218855,0.610218855218855,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__q25","acc_z__shuffle__q25",0.607340067340067,0.607340067340067,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__q75","acc_z__shuffle__q75",0.589781144781145,0.589781144781145,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__q90","acc_z__shuffle__q90",0.576986531986532,0.576986531986532,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__iqr","acc_z__shuffle__iqr",0.771186868686869,0.771186868686869,0
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__skew","acc_z__shuffle__skew",0.556859504132231,0.556877869605142,-1.83654729110083e-05
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__kurtosis","acc_z__shuffle__kurtosis",0.589935720844812,0.589944903581267,-9.18273645544865e-06
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__rms_z","acc_z__shuffle__rms_z",0.50462962962963,0.504705387205387,-7.57575757575069e-05
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__late_minus_early_z","acc_z__shuffle__late_minus_early_z",0.532659932659933,0.50553872053872,0.0271212121212121
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__last_minus_first_z","acc_z__shuffle__last_minus_first_z",0.523905723905724,0.514040404040404,0.0098653198653198
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__max_time_fraction","acc_z__shuffle__max_time_fraction",0.609309764309764,0.652003367003367,-0.0426936026936028
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__min_time_fraction","acc_z__shuffle__min_time_fraction",0.614006734006734,0.66733164983165,-0.0533249158249158
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__mean_abs_diff_z","acc_z__shuffle__mean_abs_diff_z",0.775530303030303,0.674057239057239,0.101473063973064
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__std_diff_z","acc_z__shuffle__std_diff_z",0.633518518518519,0.558341750841751,0.0751767676767677
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__max_abs_diff_z","acc_z__shuffle__max_abs_diff_z",0.590479797979798,0.553375420875421,0.0371043771043771
5,"stress_vs_exercise","induced_stress_exercise","acc_z__shape__second_diff_energy","acc_z__shuffle__second_diff_energy",0.637794612794613,0.560210437710438,0.077584175084175
