task,dataset_id,model,feature_set,feature,importance
cognitive_load_vs_baseline,catsa,logistic,base_distribution,bvp__base__std,0.3008120311042678
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_z__base__max,0.2924710620837314
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_x__shape__rms_z,0.2899930093611094
cognitive_load_vs_baseline,catsa,logistic,base_distribution,bvp__shape__iqr,0.27245146968200323
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_z__shape__mad,0.2654953741675601
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__shape__q25,0.2482257655738259
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__shape__iqr,0.22824267428049932
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_y__base__std,0.22701878676323903
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__shape__median,0.2246592802148646
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__base__last,0.21901331851212663
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__shape__q10,0.21357282314911288
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__shape__mad,0.20827902369425222
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_mag__shape__q75,0.20680800670349075
cognitive_load_vs_baseline,catsa,logistic,base_distribution,acc_y__shape__iqr,0.206719588282907
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__mad,0.06281583932314456
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__base__std,0.057807756925130904
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__iqr,0.047918888121200875
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__base__min,0.04026454693948732
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__q90,0.02733243594021435
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__base__max,0.026055659083075923
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__q10,0.025958062997593685
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__q75,0.024153977415978915
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__q25,0.02197176745887741
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__base__min,0.018882342088363153
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__shape__q90,0.018582992371111932
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__shape__q25,0.01825519726019254
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__base__last,0.018203667331808577
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__base__max,0.01811069493414108
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__shape__q10,0.01792314310108859
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__shape__q75,0.0175359135623686
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__shape__median,0.017512182866726938
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,eda__base__mean,0.017307510577057157
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__kurtosis,0.016875578279436622
cognitive_load_vs_baseline,catsa,extra_trees,base_distribution,bvp__shape__median,0.01505292221691083
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__autocorr_1s,0.795207712158988
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__autocorr_05s,0.6951508296513708
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_mag__base__mean,0.4555696915801274
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__mid_band_power,0.433885686721856
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__high_band_power,0.43388568672185557
cognitive_load_vs_baseline,catsa,logistic,base_temporal,eda__shape__autocorr_05s,0.4321314424086564
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__base__max,0.4315477598264398
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__autocorr_025s,0.42538970911912377
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_y__shape__autocorr_1s,0.42446817476125587
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_mag__shape__min_time_fraction,0.4091673647333168
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_z__base__std,0.40284281517520243
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_x__shape__autocorr_2s,0.3872740327100249
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__longest_above_median_frac,0.3558514029580939
cognitive_load_vs_baseline,catsa,logistic,base_temporal,bvp__shape__spectral_centroid,0.34902632242967047
cognitive_load_vs_baseline,catsa,logistic,base_temporal,eda__shape__autocorr_1s,0.3339595051365907
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_mag__shape__longest_above_median_frac,0.3094535779938287
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_x__base__std,0.300719253396947
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_x__shape__spectral_entropy,0.28461689167661375
cognitive_load_vs_baseline,catsa,logistic,base_temporal,acc_mag__shape__median_crossings,0.27401175831979996
cognitive_load_vs_baseline,catsa,logistic,base_temporal,eda__shape__autocorr_2s,0.27366244281774066
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__base__std,0.05027445707393304
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__autocorr_1s,0.04118883496289518
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__base__min,0.035682795872964766
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__base__max,0.028559823358787522
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__high_band_power,0.026552901513237432
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__mid_band_power,0.02646406792243296
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__spectral_centroid,0.026259897875388138
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__autocorr_025s,0.026144971570634935
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__autocorr_2s,0.025676673266020373
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__autocorr_05s,0.0256191625203173
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__median_crossings,0.023815329161560782
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__dominant_frequency,0.023467786819217747
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__longest_below_median_frac,0.021666452100916896
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__min_time_fraction,0.020748232599005982
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__max_time_fraction,0.02036714354086962
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__longest_above_median_frac,0.0197471060586079
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__spectral_entropy,0.016817732107708122
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__wavelet_energy_1,0.01618909985823854
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,bvp__shape__wavelet_energy_2,0.015313088948778641
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal,eda__shape__min_time_fraction,0.015258266434910484
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__autocorr_1s,0.8234036544211595
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__autocorr_05s,0.7224121568274542
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,eda__shape__autocorr_05s,0.44171097366186374
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__mid_band_power,0.4392961112625895
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__high_band_power,0.4392961112625887
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_mag__base__mean,0.4294237323678988
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__autocorr_025s,0.4202776444926795
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__base__max,0.41639399437658114
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_y__shape__autocorr_1s,0.38654199222235935
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_mag__shape__min_time_fraction,0.37873758071265884
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__longest_above_median_frac,0.36945173490710886
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_z__base__std,0.36768385815931576
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,bvp__shape__spectral_centroid,0.34750292266835875
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_x__shape__autocorr_2s,0.3324648473440796
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,eda__shape__autocorr_1s,0.3113845330551581
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_mag__shape__longest_above_median_frac,0.3045101158335747
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_x__shape__spectral_entropy,0.2997776163549821
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_x__base__std,0.28612666547368065
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,eda__shape__autocorr_2s,0.27943346133333824
cognitive_load_vs_baseline,catsa,logistic,base_temporal_coupling,acc_z__shape__spectral_centroid,0.27720641855435957
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__base__std,0.04678074804165798
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__autocorr_1s,0.038882874565344484
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__base__min,0.032883185077471996
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__autocorr_05s,0.029704391599243245
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__autocorr_2s,0.02801930476127771
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__base__max,0.027481672749510782
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__autocorr_025s,0.02646200817855595
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__high_band_power,0.025451360445526892
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__mid_band_power,0.024536602808993745
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__median_crossings,0.024504267355593183
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__spectral_centroid,0.023367626747195756
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__dominant_frequency,0.02321565624129935
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__max_time_fraction,0.02080496988066859
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__longest_below_median_frac,0.019607579152718033
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__min_time_fraction,0.018852765226823116
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__longest_above_median_frac,0.018009895268743654
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,eda__shape__min_time_fraction,0.01664332143634855
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__wavelet_energy_2,0.016580421914437066
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__spectral_entropy,0.015377695598085236
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_coupling,bvp__shape__wavelet_energy_1,0.014982405193186615
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_y__shuffle__last_minus_first_z,0.4768457041000899
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,eda__shuffle__max_abs_diff_z,0.44352287825728337
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_z__shuffle__min_time_fraction,0.4292360750307407
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,eda__shuffle__spectral_centroid,0.40488809526253655
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_z__shuffle__late_minus_early_z,0.3696679501260523
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,bvp__base__std,0.3669998079430563
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_z__shuffle__autocorr_1s,0.3606372022353348
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_mag__base__mean,0.35312757236444875
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,eda__shuffle__max_time_fraction,0.3390551528548785
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_x__shuffle__longest_above_median_frac,0.3013482617837121
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_x__shuffle__spectral_entropy,0.2994703359554083
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_y__shuffle__longest_above_median_frac,0.28400762543336244
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_y__shuffle__min_time_fraction,0.27819296137919103
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_y__base__std,0.27490931879641367
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_mag__shuffle__autocorr_2s,0.2732126989381561
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,bvp__shuffle__median_crossings,0.2712898921352902
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_z__base__std,0.2660424772972796
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_mag__shuffle__autocorr_1s,0.26342866214191785
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_mag__shuffle__max_time_fraction,0.24944753814285395
cognitive_load_vs_baseline,catsa,logistic,base_temporal_shuffle,acc_x__shuffle__wavelet_energy_0,0.23390517654324702
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__base__std,0.06371004121722582
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__base__min,0.04547300471205713
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__base__max,0.03284292942524859
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__max_time_fraction,0.022055980358890122
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__wavelet_energy_2,0.019357714516117355
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__min_time_fraction,0.018638588188486408
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__mid_band_power,0.017536378054890694
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__autocorr_2s,0.016987409184325952
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__dominant_frequency,0.016986390368338964
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__high_band_power,0.016863750467341253
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__longest_below_median_frac,0.016705313375295343
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__base__last,0.016680644592029503
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__wavelet_energy_0,0.01651495953058798
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__median_crossings,0.016268739162167773
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__autocorr_025s,0.015525383671148854
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__autocorr_1s,0.015480848106007545
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__wavelet_energy_1,0.015438234006578604
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__spectral_centroid,0.015164249415293207
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__longest_above_median_frac,0.014905495180736522
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_shuffle,bvp__shuffle__spectral_entropy,0.014425155827520719
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__autocorr_1s,0.8156101961194266
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__autocorr_05s,0.7646251821213962
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_y__reverse__autocorr_1s,0.4838293595728548
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__base__max,0.4834706478075715
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,eda__reverse__autocorr_05s,0.45113120639263393
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__high_band_power,0.4481343993383711
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__mid_band_power,0.44813439933837085
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__longest_above_median_frac,0.4398019939425183
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,eda__reverse__autocorr_1s,0.4205492001653643
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_y__reverse__autocorr_2s,0.41859978036667267
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_z__base__std,0.3894540003526652
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__autocorr_025s,0.38599493845765565
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_x__reverse__autocorr_2s,0.3681348800088924
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_x__reverse__longest_above_median_frac,0.32989462092108074
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,bvp__reverse__spectral_centroid,0.32149793989171205
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_z__reverse__spectral_centroid,0.3175973933497798
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,eda__reverse__autocorr_025s,0.31453462018481887
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_z__reverse__dominant_frequency,0.3044436246931322
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,eda__reverse__autocorr_2s,0.3008828111190006
cognitive_load_vs_baseline,catsa,logistic,base_temporal_reverse,acc_x__reverse__spectral_entropy,0.292443070960873
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__base__std,0.046768457514878306
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__autocorr_1s,0.04095704544116012
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__base__min,0.03636379763995633
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__base__max,0.02894581855007238
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__autocorr_2s,0.0280202338315289
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__spectral_centroid,0.0270676385956173
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__mid_band_power,0.02693707210500431
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__high_band_power,0.026758531733634294
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__autocorr_025s,0.026144044491114692
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__median_crossings,0.025012309887720595
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__dominant_frequency,0.024587485330200425
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__max_time_fraction,0.0238926888257681
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__autocorr_05s,0.02345186735809539
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__longest_below_median_frac,0.020677884617732414
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__longest_above_median_frac,0.019293959507761572
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__min_time_fraction,0.017947484061156503
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__spectral_entropy,0.015944970713269772
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__wavelet_energy_2,0.015709543197920974
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__wavelet_energy_0,0.015608656029662845
cognitive_load_vs_baseline,catsa,extra_trees,base_temporal_reverse,bvp__reverse__mean_abs_diff_z,0.013982778054369783
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__autocorr_1s,0.8236999634302119
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__autocorr_05s,0.7158116087407154
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__q10,0.5993998274400788
cognitive_load_vs_baseline,catsa,logistic,base_shape,acc_mag__shape__skew,0.5195303482126559
cognitive_load_vs_baseline,catsa,logistic,base_shape,acc_mag__shape__min_time_fraction,0.49296152929140896
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__mid_band_power,0.4871020577191952
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__high_band_power,0.4871020577191949
cognitive_load_vs_baseline,catsa,logistic,base_shape,eda__shape__autocorr_1s,0.4120535075240813
cognitive_load_vs_baseline,catsa,logistic,base_shape,eda__shape__rms_z,0.4073752949948952
cognitive_load_vs_baseline,catsa,logistic,base_shape,acc_y__shape__autocorr_1s,0.4018093294482705
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__spectral_centroid,0.3922503414801126
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__base__max,0.3857576895728549
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__longest_above_median_frac,0.37650639186211177
cognitive_load_vs_baseline,catsa,logistic,base_shape,acc_z__shape__kurtosis,0.3632085233714818
cognitive_load_vs_baseline,catsa,logistic,base_shape,eda__shape__autocorr_05s,0.35484655265264875
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__base__min,0.3456351146113285
cognitive_load_vs_baseline,catsa,logistic,base_shape,eda__shape__mean_abs_diff_z,0.3417027928695896
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__autocorr_025s,0.327113916605151
cognitive_load_vs_baseline,catsa,logistic,base_shape,eda__shape__autocorr_2s,0.31151277844869696
cognitive_load_vs_baseline,catsa,logistic,base_shape,bvp__shape__median,0.3083029097006089
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__shape__autocorr_1s,0.03561308925826531
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__base__std,0.03327052302567665
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__shape__mad,0.030852650282562226
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__shape__iqr,0.02930615699068581
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__shape__autocorr_2s,0.023726307183179328
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__shape__autocorr_05s,0.02245089036126336
cognitive_load_vs_baseline,catsa,extra_trees,base_shape,bvp__shape__dominant_frequency,0.021821297803306074
