"model","held_out_source","real_other_auc","synthetic_auc","combo_auc","synthetic_auc_lift","combo_auc_lift"
"glm_unweighted","NEURO",0.443267713317852,0.539607756211585,0.523655978530151,0.0963400428937329,0.0803882652122991
"glm_unweighted","SWELL",0.449401525439218,0.552657189615102,0.416967468742091,0.103255664175884,-0.032434056697127
"glm_unweighted","UBFC",0.225166604086601,0.416893387934002,0.362703345772217,0.191726783847401,0.137536741685616
"glm_unweighted","WESAD",0.581141046392905,0.596581727122459,0.609132996868584,0.0154406807295545,0.0279919504756792
"glm_balanced","NEURO",0.443486918041511,0.539014420709616,0.523033711183511,0.0955275026681053,0.0795467931420001
"glm_balanced","SWELL",0.396379701846661,0.554690510957673,0.411114563341024,0.158310809111011,0.014734861494363
"glm_balanced","UBFC",0.275620686445473,0.415907357487486,0.365063245307547,0.140286671042012,0.0894425588620735
"glm_balanced","WESAD",0.577232522850833,0.59756106130146,0.610043731207246,0.0203285384506273,0.0328112083564133
